City,Neighbourhood,Address,Property Type,Duration on market,Beds,Baths,Price,total_hours
Toronto,Crescent Town,1419-5 Massey Square,Condo,7 days 00:00:00,2,1,539000,168.0
Toronto,Newtonbrook East,4-260 Finch Avenue E,Condo,7 days 00:00:00,2,2,985000,168.0
Fort Erie,No data,330 Jarvis Street,House,7 days 00:00:00,2,2,499900,168.0
Toronto,Downsview-Roding-CFB,92 Powell Road,House,7 days 00:00:00,2,2,788800,168.0
Toronto,Tam O'Shanter-Sullivan,16 Malamute Crescent,House,7 days 00:00:00,3,4,1399000,168.0
Toronto,Humewood-Cedarvale,3 Flanders Road,House,7 days 00:00:00,3,2,1999999,168.0
Toronto,Mount Pleasant East,334 Cleveland Street,House,7 days 00:00:00,4,4,2650000,168.0
Markham,Unionville,908E-8110 Birchmount Road,Condo,7 days 00:00:00,2,2,1068000,168.0
Toronto,Agincourt South-Malvern West,1006-4727 Sheppard Avenue E,Condo,7 days 00:00:00,2,2,688000,168.0
Niagara Falls,No data,7413 Lionshead Avenue,House,7 days 00:00:00,4,4,1499900,168.0
Toronto,Scarborough Village,11 Tillinghast Lane,Townhouse,0 days 00:00:00,3,3,1175513,128.61731919521478
Whitby,Pringle Creek,55 Wallace Drive,Townhouse,7 days 00:00:00,3,2,699898,168.0
Wainfleet,Marshville/Winger,33962 Bell Road Road,House,7 days 00:00:00,6,4,1199900,168.0
Toronto,Woburn,212-452 Scarborough Golf Clb Road,Condo,7 days 00:00:00,1,1,384000,168.0
Toronto,Bayview Village,710-18 Kenaston Gardens,Condo,7 days 00:00:00,2,2,698000,168.0
Ajax,South East,79 Marjoram Drive,House,0 days 00:00:00,4,3,999000,128.61731919521478
Toronto,Guildwood,264 Livingston Road,House,0 days 00:00:00,3,2,1299000,128.61731919521478
Toronto,The Beaches,55 Elmer Avenue,Townhouse,7 days 00:00:00,4,2,2150000,168.0
Toronto,Englemount-Lawrence,126 Baycrest Avenue,House,7 days 00:00:00,3,4,1399000,168.0
Niagara Falls,Marineland,706-7711 Green Vista Gate,Condo,7 days 00:00:00,2,1,1950,168.0
Toronto,Henry Farm,1310-36 Forest Manor Road N,Condo,7 days 00:00:00,2,2,930000,168.0
Toronto,Waterfront Communities C1,920-39 Queens Quay E,Condo,7 days 00:00:00,1,2,989000,168.0
Niagara Falls,No data,8746 Angie Drive,House,7 days 00:00:00,3,3,1299000,168.0
Toronto,Yorkdale-Glen Park,28 Glenbrook Avenue,House,7 days 00:00:00,4,3,1499000,168.0
Clarington,Newcastle,7 Carveth Crescent,House,7 days 00:00:00,3,3,699900,168.0
Clarington,Newcastle,420 Lakebreeze Drive,House,0 days 10:00:00,4,3,1268888,10.0
Toronto,Newtonbrook East,1041 Lillian Street,House,7 days 00:00:00,5,3,1789000,168.0
Toronto,Newtonbrook West,168 Caines Avenue,House,7 days 00:00:00,4,5,2499990,168.0
Toronto,Rosedale-Moore Park,65 Pleasant Boulevard,Condo,7 days 00:00:00,2,3,1299000,168.0
Toronto,Niagara,308-725 King Street W,Condo,0 days 00:00:00,1,1,629000,128.61731919521478
Welland,No data,99 Shipview Court,Townhouse,7 days 00:00:00,2,2,759990,168.0
Toronto,Waterfront Communities C1,907-8 Charlotte Street,No data,7 days 00:00:00,2,2,1199900,168.0
Toronto,Moss Park,809-105 George Street,Condo,7 days 00:00:00,1,1,649000,168.0
Lincoln,No data,4233 Lincoln Avenue,House,7 days 00:00:00,3,3,999999,168.0
Markham,Bullock,43 Southdale Drive,House,7 days 00:00:00,3,3,1650000,168.0
Vaughan,Patterson,306 Lady Valentina Avenue,House,7 days 00:00:00,4,5,4595000,168.0
Richmond Hill,Bayview Hill,7 Dunton Lane,Townhouse,7 days 00:00:00,4,6,1598000,168.0
Toronto,Bendale,8 Dignam Court,House,7 days 00:00:00,3,2,888888,168.0
Toronto,Bayview Village,52 Citation Drive,House,7 days 00:00:00,3,2,2188000,168.0
Toronto,Newtonbrook East,19 Doverwood Court,House,7 days 00:00:00,5,6,4188000,168.0
Toronto,Mimico,LPH3605-33 Shore Breeze Drive,Condo,7 days 00:00:00,2,3,1059800,168.0
St. Catharines,St. Catharines Downtown,37 Chaplin Avenue,No data,7 days 00:00:00,8,3,1275000,168.0
Toronto,Niagara,517-150 Sudbury Street,Condo,7 days 00:00:00,1,1,549000,168.0
Welland,No data,150 Bald Street,House,7 days 00:00:00,3,2,524900,168.0
Pelham,No data,4 College Street,House,7 days 00:00:00,3,2,849900,168.0
Toronto,Beechborough-Greenbrook,106 Lonborough Avenue,Townhouse,6 days 00:00:00,3,2,899900,144.0
St. Catharines,St. Catharines Downtown,37 Chaplin Avenue,No data,7 days 00:00:00,8,3,1275000,168.0
Toronto,West Hill,24-238 Galloway Road E,Condo,0 days 00:00:00,3,3,799000,128.61731919521478
Toronto,Rockcliffe-Smythe,146 Cordella Avenue,Townhouse,7 days 00:00:00,3,2,1249000,168.0
Markham,Box Grove,22 Blue Meadow Court,Townhouse,7 days 00:00:00,3,3,1388000,168.0
Markham,Markham Village,61 Wootten Way N,House,0 days 00:00:00,2,2,1288000,128.61731919521478
Toronto,Mount Pleasant East,246 Erskine Avenue,House,0 days 00:00:00,3,4,2599900,128.61731919521478
Richmond Hill,Jefferson,511-11611 Yonge Street,Condo,7 days 00:00:00,1,1,588000,168.0
Toronto,Niagara,316-215 Fort York Boulevard,Condo,7 days 00:00:00,1,1,669900,168.0
Toronto,Englemount-Lawrence,702-8 Covington Road,Condo,7 days 00:00:00,2,2,759000,168.0
Toronto,Moss Park,505-120 Parliament Street,Condo,0 days 06:00:00,2,2,829000,6.0
Toronto,Cabbagetown-South St. James Town,2408-159 Wellesley Street E,Condo,7 days 00:00:00,3,2,1000000,168.0
Niagara-on-the-lake,No data,42 Melrose Drive,House,7 days 00:00:00,3,3,1599000,168.0
Niagara Falls,No data,4515 Maplewood Avenue,House,7 days 00:00:00,4,2,699000,168.0
Toronto,Lambton Baby Point,60 Humbercrest Boulevard,House,7 days 00:00:00,4,2,2695000,168.0
Toronto,Caledonia-Fairbank,315 Gilbert Avenue,House,7 days 00:00:00,3,4,1399000,168.0
Toronto,Little Portugal,4 Parr Street,Townhouse,7 days 00:00:00,3,2,1599000,168.0
St. Catharines,No data,32-38 Elma Street,Condo,7 days 00:00:00,3,2,599900,168.0
Leamington,No data,4 Bayview ,No data,0 days 00:00:00,1,1,299000,128.61731919521478
Toronto,The Beaches,310-1888 Queen Street E,Condo,0 days 00:00:00,2,2,1500000,128.61731919521478
Toronto,Banbury-Don Mills,604-75 Wynford Heights Crescent,Condo,7 days 00:00:00,2,2,888000,168.0
Toronto,Annex,2408-32 Davenport Road,Condo,0 days 00:00:00,1,2,1135000,128.61731919521478
Toronto,High Park North,118 Gothic Avenue,House,0 days 00:00:00,4,4,2395000,128.61731919521478
Toronto,Mimico,1506-2200 Lake Shore Boulevard W,Condo,7 days 00:00:00,1,1,499900,168.0
Toronto,Downsview-Roding-CFB,4B-867 Wilson Avenue,Condo,0 days 00:00:00,1,1,549900,128.61731919521478
Toronto,Rosedale-Moore Park,710-360 Bloor Street E,Condo,7 days 00:00:00,1,1,849900,168.0
Toronto,Annex,2912-1 Yorkville Avenue,Condo,7 days 00:00:00,1,2,938000,168.0
Toronto,Willowdale East,1510-120 Harrison Garden Boulevard,Condo,7 days 00:00:00,1,1,644800,168.0
Vaughan,Lakeview Estates,3 Anne Court,House,7 days 00:00:00,3,2,1249000,168.0
Toronto,West Hill,37 Pixley Crescent,Townhouse,7 days 00:00:00,3,2,799900,168.0
Toronto,Danforth,47 Linnsmore Crescent,House,6 days 00:00:00,3,2,1449000,144.0
Clarington,Bowmanville,22 Fenwick Avenue,House,7 days 00:00:00,1,2,825000,168.0
Toronto,Rouge E10,141 Ridgewood Road,House,7 days 00:00:00,2,2,1699000,168.0
Toronto,Casa Loma,202-265 Poplar Plains Road,Condo,7 days 00:00:00,2,2,1088000,168.0
Ridgeway,Crystal Beach / Ridgeway,3071 Bethune Avenue,House,0 days 00:00:00,4,1,499000,128.61731919521478
Vaughan,Patterson,48 Benjamin Hood Crescent,Townhouse,7 days 00:00:00,3,3,1088000,168.0
Whitby,Williamsburg,61 Merchants Avenue,Townhouse,7 days 00:00:00,3,3,838800,168.0
Toronto,Bedford Park-Nortown,107 Felbrigg Avenue,House,7 days 00:00:00,4,6,3795000,168.0
Niagara Falls,No data,3257 Appleford Avenue,House,6 days 00:00:00,3,2,675000,144.0
Toronto,Mimico,3105-70 Annie Craig Drive,Condo,7 days 00:00:00,2,2,1295000,168.0
Oshawa,O'Neill,77-222 Pearson Street,Condo,7 days 00:00:00,4,2,809000,168.0
Niagara Falls,No data,6325 Blamoral Avenue,House,7 days 00:00:00,7,5,1200000,168.0
Toronto,Downsview-Roding-CFB,29 Peacham Crescent,House,7 days 00:00:00,4,3,1599000,168.0
Oshawa,Lakeview,1319 Lakefield Court,Townhouse,7 days 00:00:00,4,2,599000,168.0
Whitby,Rolling Acres,71 Sutcliffe Drive,Townhouse,7 days 00:00:00,2,3,879990,168.0
Toronto,Mount Pleasant East,562 Merton Street,House,0 days 00:00:00,3,3,1750000,128.61731919521478
Welland,Lincoln / Crowland,875 Southworth Street,House,7 days 00:00:00,4,2,599900,168.0
Toronto,Mimico,64 Milton Street,House,7 days 00:00:00,2,2,1100000,168.0
Toronto,Highland Creek,34 Calverley Trail,House,7 days 00:00:00,4,3,1199000,168.0
Toronto,O'Connor-Parkview,27 Elmont Drive,House,7 days 00:00:00,3,2,1089000,168.0
Ajax,Central East,5 Chaston Road,Townhouse,7 days 00:00:00,3,3,799000,168.0
Markham,Commerce Valley,912-51 Saddlecreek Drive,Condo,7 days 00:00:00,1,1,725000,168.0
Toronto,Woburn,2207-18 Lee Centre Drive,Condo,7 days 00:00:00,2,1,599000,168.0
Toronto,Bayview Village,530-7 Kenasto Gardens,Condo,7 days 00:00:00,2,2,780000,168.0
Toronto,Church-Yonge Corridor,UPH09-55 Bloor Street E,Condo,7 days 00:00:00,2,2,799900,168.0
Toronto,Waterfront Communities C8,1223-55 Merchants' Wharf ,Condo,7 days 00:00:00,2,3,2989000,168.0
Niagara Falls,No data,4271 Maplewood Avenue,House,7 days 00:00:00,3,2,749900,168.0
Toronto,Clanton Park,7 Gorman Park Road,House,7 days 00:00:00,4,5,2999000,168.0
Lincoln,No data,203-4209 Hixon Street,Condo,7 days 00:00:00,2,1,429900,168.0
St. Catharines,Lincoln Mall,263 Niagara Street,No data,7 days 00:00:00,4,3,649500,168.0
Markham,Greensborough,2139 Bur Oak Avenue,Condo,0 days 00:00:00,2,3,799900,128.61731919521478
Toronto,Woburn,1811-8 Lee Centre Drive,Condo,7 days 00:00:00,2,2,599900,168.0
Toronto,Little Portugal,1903-20 Minowan Miikan Lane,Condo,0 days 00:00:00,2,2,999900,128.61731919521478
Toronto,Bay Street Corridor,26A-1 St Thomas Street,Condo,7 days 00:00:00,3,4,12998000,168.0
Clarington,Bowmanville,271 Scottsdale Drive,House,7 days 00:00:00,4,3,899900,168.0
Toronto,Willowdale West,1510-5508 Yonge Street,Condo,7 days 00:00:00,2,2,799000,168.0
Richmond Hill,Devonsleigh,57 Woodstone Avenue,House,7 days 00:00:00,4,3,1980000,168.0
Pickering,Liverpool,1184 Pebblestone Crescent,House,7 days 00:00:00,4,4,1199000,168.0
Toronto,Roncesvalles,503-25 Ritchie Avenue,Condo,0 days 00:00:00,2,2,989000,128.61731919521478
Pickering,Duffin Heights,403-1711 Pure Springs Boulevard,Condo,6 days 00:00:00,2,3,849999,144.0
Toronto,Waterfront Communities C1,2111-290 Adelaide Street W,No data,7 days 00:00:00,1,1,849000,168.0
St. Catharines,Lincoln Mall,7 Hidden Key Place,House,7 days 00:00:00,3,2,799000,168.0
Toronto,Rustic,84 Lawnside Drive,House,7 days 00:00:00,3,2,1049000,168.0
Toronto,Woodbine-Lumsden,65 Westlake Crescent,House,0 days 00:00:00,3,4,1799999,128.61731919521478
Toronto,Mount Pleasant East,111 Banff Road,House,7 days 00:00:00,2,2,1499000,168.0
Markham,No data,9560 Markham Road,No data,0 days 00:00:00,1,1,719900,128.61731919521478
Markham,German Mills,608-2200 John Street,Condo,7 days 00:00:00,3,2,749900,168.0
Toronto,Malvern,166-90 Wingarden Court,Condo,7 days 00:00:00,3,2,799000,168.0
Ridgeway,Crystal Beach / Ridgeway,3769 Disher Street,House,7 days 00:00:00,1,1,489900,168.0
Toronto,L'Amoreaux,9-121 L'amoreaux Drive,Condo,7 days 00:00:00,3,3,868000,168.0
Toronto,Niagara,811-69 Lynn Williams Street,Condo,7 days 00:00:00,2,2,999900,168.0
Toronto,Westminster-Branson,406-90 Fisherville Road,Condo,7 days 00:00:00,2,2,818000,168.0
Niagara Falls,No data,7000 Windsor Crescent,House,7 days 00:00:00,2,3,799900,168.0
Vaughan,Patterson,15 Golden Orchard Road,House,0 days 00:00:00,4,4,1868000,128.61731919521478
Richmond Hill,Doncrest,16 Horizon Court,House,7 days 00:00:00,4,6,2288000,168.0
Whitby,Pringle Creek,11-1030 Dunsley Way,Townhouse,7 days 00:00:00,3,3,699999,168.0
Toronto,Oakwood Village,58 Ashbury Avenue,Townhouse,7 days 00:00:00,4,4,1399000,168.0
Toronto,Bedford Park-Nortown,26 De Vere Gardens,House,7 days 00:00:00,4,6,6395000,168.0
Toronto,Mimico,617-10 Park Lawn Road,Condo,7 days 00:00:00,1,1,549999,168.0
Toronto,Rouge E11,28-2 Hedge End Road,Condo,7 days 00:00:00,3,2,699900,168.0
Toronto,Don Valley Village,1806-10 Bloorview Place,Condo,7 days 00:00:00,1,1,599000,168.0
Toronto,Rustic,43 Upwood Avenue,Townhouse,7 days 00:00:00,4,3,1249900,168.0
Beamsville,No data,203-4209 Hixon Street,No data,0 days 00:00:00,2,1,429900,128.61731919521478
Pickering,Town Centre,13-1735 Walnut Lane,Condo,0 days 00:00:00,3,2,799900,128.61731919521478
Toronto,Morningside,1006-3050 Ellesmere Road,Condo,7 days 00:00:00,2,2,589900,168.0
Toronto,Banbury-Don Mills,303-75 Wynford Heights Crescent,Condo,7 days 00:00:00,2,2,899000,168.0
Toronto,Bay Street Corridor,1803-1121 Bay Street,Condo,7 days 00:00:00,2,2,899888,168.0
Toronto,Waterfront Communities C1,3011-15 Iceboat Terrace,Condo,7 days 00:00:00,1,1,665000,168.0
St. Catharines,No data,67 George Street Street,Townhouse,7 days 00:00:00,3,3,599900,168.0
Niagara Falls,No data,8746 Angie Drive,House,7 days 00:00:00,3,3,1299000,168.0
Welland,Welland Downtown,93 Griffith Street,House,7 days 00:00:00,4,1,499000,168.0
Markham,Wismer,12 Andalusia Lane,Townhouse,7 days 00:00:00,3,4,1399000,168.0
Markham,Box Grove,6848 14th Avenue N,House,7 days 00:00:00,4,5,2499000,168.0
Toronto,Birchcliffe-Cliffside,236 Warden Avenue,House,7 days 00:00:00,3,1,1100000,168.0
Pickering,Liverpool,42-1299 Glenanna Road,Townhouse,7 days 00:00:00,4,3,999999,168.0
Toronto,L'Amoreaux,24 Andes Road,Townhouse,7 days 00:00:00,3,2,1080000,168.0
Toronto,Willowdale West,261 Horsham Avenue,House,7 days 00:00:00,4,7,4295000,168.0
St. Catharines,Glenridge,4 Broadview Avenue,House,0 days 00:00:00,5,2,599000,128.61731919521478
Toronto,Agincourt South-Malvern West,205-151 Village Green Square,Condo,0 days 06:00:00,1,2,720000,6.0
Toronto,Parkwoods-Donalda,207-1350 York Mills Road,Condo,7 days 00:00:00,3,2,589000,168.0
Toronto,Little Portugal,809-150 Sudbury Street,Condo,7 days 00:00:00,2,2,789000,168.0
Vaughan,Patterson,26 Vivaldi Drive,House,7 days 00:00:00,5,6,2188000,168.0
Toronto,Malvern,4 Burkwood Crescent,Townhouse,7 days 00:00:00,4,3,798900,168.0
Ajax,South West,73 Hawkins Crescent,Townhouse,7 days 00:00:00,4,4,1100000,168.0
Ajax,South West,828 Finley Avenue,No data,7 days 00:00:00,3,1,799000,168.0
Toronto,East York,54 Halsey Avenue,Townhouse,7 days 00:00:00,3,2,1349000,168.0
Richmond Hill,North Richvale,TH 23-85 Baif Boulevard,Condo,7 days 00:00:00,3,2,899800,168.0
Toronto,Scarborough Village,624-3650 Kingston Road,Condo,7 days 00:00:00,1,1,599900,168.0
Toronto,Waterfront Communities C1,1103-30 Nelson Street,Condo,7 days 00:00:00,1,1,678000,168.0
Toronto,Bathurst Manor,204-778 Sheppard Avenue W,Condo,7 days 00:00:00,2,2,730000,168.0
St. Catharines,No data,42 Almond Street,Townhouse,7 days 00:00:00,3,3,599900,168.0
Toronto,Stonegate-Queensway,42 Dayton Avenue,Townhouse,7 days 00:00:00,3,2,899000,168.0
Toronto,Dovercourt-Wallace Emerson-Junction,871 St Clarens Avenue,House,7 days 00:00:00,2,2,1950000,168.0
Vaughan,Beverley Glen,33 Miranda Court,House,7 days 00:00:00,4,5,2519000,168.0
Markham,Cornell,4 Cinemark Avenue,Townhouse,0 days 00:00:00,4,4,1288000,128.61731919521478
Vaughan,Patterson,43 Degas Drive,House,7 days 00:00:00,3,4,1859900,168.0
Vaughan,Beverley Glen,21 Fairfax Court,House,7 days 00:00:00,5,6,2699000,168.0
Toronto,Centennial Scarborough,90 Andona Crescent,House,7 days 00:00:00,3,2,1160000,168.0
Whitby,Pringle Creek,24 Carroll Street,House,7 days 00:00:00,4,3,1250000,168.0
Clarington,Bowmanville,75 William Cowles Drive,House,7 days 00:00:00,3,4,999999,168.0
Whitby,Pringle Creek,5 Dewbourne Place,House,7 days 00:00:00,4,4,1299900,168.0
Toronto,Rouge E11,3 Seasons Drive,House,7 days 00:00:00,4,4,1399000,168.0
Toronto,East End-Danforth,42 Whistle Post Street,Townhouse,7 days 00:00:00,3,3,1898000,168.0
Oshawa,Centennial,1301 Trowbridge Drive,Townhouse,0 days 12:00:00,3,2,598800,12.0
Pickering,Brock Ridge,2140 Duberry Drive,House,7 days 00:00:00,4,3,829900,168.0
Welland,Lincoln / Crowland,27 Dunkirk Court,House,0 days 00:00:00,4,2,599000,128.61731919521478
Bowmanville,No data,99 Mcphail Avenue,No data,0 days 00:00:00,4,4,1299000,128.61731919521478
Clarington,Bowmanville,317-61 Clarington Boulevard,Condo,7 days 00:00:00,1,1,499900,168.0
Toronto,Waterfront Communities C8,503-80 Mill Street,Condo,0 days 00:00:00,1,1,749995,128.61731919521478
Toronto,Waterfront Communities C1,3206-65 Harbour Square,Condo,7 days 00:00:00,2,2,999000,168.0
Toronto,Waterfront Communities C1,645-250 Wellington Street W,Condo,7 days 00:00:00,1,1,598000,168.0
Toronto,Moss Park,3908-321 Jarvis Street,Condo,7 days 00:00:00,2,2,915000,168.0
Fort Erie,No data,89 Idylewylde Street,House,7 days 00:00:00,3,2,699900,168.0
Welland,No data,276 Aqueduct Street,Townhouse,7 days 00:00:00,5,2,849000,168.0
Toronto,York University Heights,399 Murray Ross Parkway,Townhouse,7 days 00:00:00,7,4,1293000,168.0
Toronto,South Parkdale,22 Abbs Street,Townhouse,7 days 00:00:00,3,3,1799000,168.0
Markham,Markville,147 Manhattan Drive,House,7 days 00:00:00,4,4,1899980,168.0
Vaughan,Patterson,11 Little Ashley Drive,House,0 days 00:00:00,4,4,1999800,128.61731919521478
Whitby,Downtown Whitby,101 Orchard Court,House,7 days 00:00:00,3,2,899900,168.0
Toronto,Ionview,511-800 Kennedy Road,Condo,7 days 00:00:00,2,1,559000,168.0
Toronto,Henry Farm,157-60 Ann O'reilly Road,Condo,7 days 00:00:00,2,2,899999,168.0
Toronto,Newtonbrook East,PH602-5765 Yonge Street,Condo,7 days 00:00:00,2,2,788000,168.0
St. Catharines,No data,62 Rolls Avenue,House,7 days 00:00:00,3,1,650000,168.0
Thorold,No data,82 Haney Drive,Townhouse,7 days 00:00:00,3,3,679900,168.0
Toronto,High Park-Swansea,171 South Kingsway Avenue,House,7 days 00:00:00,4,4,2599900,168.0
Richmond Hill,Jefferson,1 Amaranth Court,House,7 days 00:00:00,4,4,1799900,168.0
Richmond Hill,Oak Ridges,49 Chelton Drive,Townhouse,7 days 00:00:00,3,4,1479000,168.0
Ajax,South East,2 Callander Court,House,7 days 00:00:00,4,3,1499000,168.0
Toronto,Wexford-Maryvale,8 Tulip Drive,House,7 days 00:00:00,3,2,999888,168.0
Pickering,Amberlea,628 Springview Drive,House,0 days 05:00:00,4,3,1500000,5.0
Clarington,Courtice,32 Sandringham Drive,House,0 days 00:00:00,3,2,899900,128.61731919521478
Toronto,Mimico,2804-59 Annie Craig Drive,No data,7 days 00:00:00,2,2,999000,168.0
Toronto,Steeles,834-25 Bamburgh Circle,Condo,7 days 00:00:00,1,1,588800,168.0
Pickering,Town Centre,510-1400 The Esplanade Street N,Condo,7 days 00:00:00,3,3,668000,168.0
Richmond Hill,Rural Richmond Hill,125 Gerden (lot 130) Drive,House,1 days 00:00:00,4,4,2988880,24.0
Vaughan,Crestwood-Springfarm-Yorkhill,209 Crestwood Road,House,7 days 00:00:00,6,3,2500000,168.0
Whitby,Rolling Acres,33 Porcelain Way,Townhouse,7 days 00:00:00,3,3,849000,168.0
Toronto,Newtonbrook East,913-39 Pemberton Avenue,Condo,7 days 00:00:00,2,2,799900,168.0
Thorold,No data,160 Tuliptree Road,House,7 days 00:00:00,3,4,1679900,168.0
Markham,Wismer,48 Hawksbury Road,Townhouse,7 days 00:00:00,3,3,1025000,168.0
Pickering,Amberlea,750 Aspen Road,House,7 days 00:00:00,4,4,1199900,168.0
Toronto,Greenwood-Coxwell,184 Parkmount Road,Townhouse,0 days 00:00:00,3,2,1099900,128.61731919521478
Whitby,Downtown Whitby,801 Burns Street W,House,7 days 00:00:00,2,3,899990,168.0
Toronto,Rouge E10,33 Brimforest Gate,Townhouse,7 days 00:00:00,3,4,999000,168.0
Niagara Falls,Hospital,5651 Woodland Boulevard,House,0 days 09:00:00,4,2,729999,9.0
Toronto,Don Valley Village,116-53 Godstone Road,Condo,7 days 00:00:00,3,3,899000,168.0
Toronto,Willowdale East,401-7 Bishop Avenue,Condo,7 days 00:00:00,2,2,678800,168.0
Toronto,Willowdale East,608-28 Harrison Garden Boulevard,Condo,7 days 00:00:00,2,2,828000,168.0
Toronto,Waterfront Communities C1,1903-17 Bathurst Street,Condo,7 days 00:00:00,1,1,710000,168.0
Thorold,No data,42 Sparkle Drive,House,0 days 00:00:00,5,4,1359000,128.61731919521478
Toronto,Glenfield-Jane Heights,32 Markay Street,Townhouse,7 days 00:00:00,3,2,999900,168.0
Vaughan,Patterson,12 Alrob Court,House,7 days 00:00:00,4,4,2688000,168.0
Clarington,Courtice,51 Abbeywood Crescent,No data,7 days 00:00:00,3,3,699900,168.0
Toronto,Milliken,19 Boxdene Avenue,House,7 days 00:00:00,3,5,1499000,168.0
Ajax,Central West,114 Rotherglen Road N,House,7 days 00:00:00,3,3,999900,168.0
Ajax,South East,56 Albery Crescent,House,7 days 00:00:00,4,3,990000,168.0
Niagara Falls,"https://api.bridgedataoutput.com/api/v2/OData/itso/$metadata#Property, https://api.bridgedataoutput.com/api/v2/OData/itso/Property('0a31a757e4baee16323b6027a20a0d9f'), 289-686-7798, 25, Salesperson, 1, 775, 126213333, New Listing, Niagara Falls, 905-935-8",4554 Jepson Street,House,7 days 00:00:00,2,1,375000,168.0
St. Catharines,Lakeport,23-77 Linwell Road,Townhouse,7 days 00:00:00,3,2,605900,168.0
Richmond Hill,North Richvale,907-9618 Yonge Street,Condo,7 days 00:00:00,1,1,599000,168.0
Toronto,Englemount-Lawrence,303-639 Lawrence Avenue W,Condo,7 days 00:00:00,2,2,849000,168.0
Toronto,Waterfront Communities C1,422-16 Yonge Street,Condo,7 days 00:00:00,1,1,639000,168.0
Toronto,Westminster-Branson,206-1101 Steeles Avenue,Condo,7 days 00:00:00,2,2,629000,168.0
Port Colborne,No data,480 Sugarloaf Street,House,7 days 00:00:00,4,2,699000,168.0
Fort Erie,No data,1145 Pettit Road,House,7 days 00:00:00,3,2,699900,168.0
Markham,Angus Glen,19 West Village Lane,Townhouse,7 days 00:00:00,3,3,1900000,168.0
Markham,Cornell,36 Foxton Road,House,0 days 00:00:00,4,5,1399800,128.61731919521478
Ajax,South West,160 Bayly Street W,Townhouse,7 days 00:00:00,3,4,1050000,168.0
